apnid,APPEAL_NOTIFIED_DATE,APPEAL_DEC_DATE,APPEAL_DECISION,APPEAL_TYPE
4616/17,27-03-2018,08-05-2018,APPEAL WITHDRAWN,Written Evidence
4635/17,15-03-2018,25-06-2018,REMOVE CONDITIONS,Written Evidence
4636/17,26-03-2018,23-07-2018,GRANT RETENTION PERMISSION,Written Evidence
4638/17,04-04-2018,26-09-2018,GRANT PERMISSION,Written Evidence
4637/17,27-03-2018,01-11-2018,GRANT PERMISSION,Written Evidence
4639/17,29-03-2018,23-10-2018,GRANT PERMISSION,Written Evidence
4648/17,29-03-2018,12-11-2018,GRANT PERMISSION,Written Evidence
4652/17,29-03-2018,15-01-2019,REFUSE PERMISSION,Written Evidence
2001/18,19-07-2018,26-11-2018,GRANT PERMISSION,Written Evidence
2003/18,10-04-2018,16-11-2018,GRANT PERMISSION,Written Evidence
2006/18,03-04-2018,26-07-2018,REFUSE PERMISSION,Written Evidence
2008/18,04-04-2018,14-08-2018,GRANT PERMISSION,Written Evidence
2017/18,05-04-2018,27-07-2018,AMEND CONDITIONS,Written Evidence
2028/18,10-04-2018,04-09-2018,REMOVE CONDITIONS,Written Evidence
2029/18,10-04-2018,30-11-2018,REFUSE PERMISSION,Written Evidence
2033/18,11-04-2018,23-10-2018,REFUSE PERMISSION,Written Evidence
2038/18,23-08-2018,08-01-2019,GRANT PERMISSION,Written Evidence
2039/18,30-07-2018,13-12-2018,GRANT PERMISSION,Written Evidence
2042/18,11-07-2018,12-02-2019,APPEAL WITHDRAWN,Written Evidence
2053/18,09-04-2018,02-10-2018,REFUSE PERMISSION,Written Evidence
2064/18,26-10-2018,05-03-2019,GRANT PERMISSION,Written Evidence
WEB1021/18,11-04-2018,20-08-2018,GRANT PERMISSION & RETENTION PERMISSION,Written Evidence
WEB1022/18,11-04-2018,19-11-2018,GRANT PERMISSION,Written Evidence
WEB1026/18,16-04-2018,10-08-2018,GRANT PERMISSION,Written Evidence
2067/18,04-04-2018,23-08-2018,AMEND CONDITIONS,Written Evidence
2082/18,06-04-2018,17-09-2018,GRANT PERMISSION,Written Evidence
2084/18,12-04-2018,19-11-2018,GRANT PERMISSION,Written Evidence
2080/18,05-04-2018,30-07-2018,REFUSE PERMISSION,Written Evidence
2123/18,07-09-2018,20-12-2018,GRANT PERMISSION,Written Evidence
2158/18,12-07-2018,20-11-2018,GRANT PERMISSION,Written Evidence
2159/18,26-07-2018,18-12-2018,SPLIT DECISION,Written Evidence
2168/18,19-07-2018,24-12-2018,GRANT PERMISSION & RETENTION PERMISSION,Written Evidence
WEB1037/18,24-04-2018,23-08-2018,REFUSE PERMISSION,Written Evidence
2177/18,27-06-2018,30-10-2018,REMOVE CONDITIONS,Written Evidence
2185/18,26-04-2018,02-10-2018,GRANT PERMISSION,Written Evidence
2189/18,06-07-2018,13-02-2019,REFUSE PERMISSION,Written Evidence
2190/18,08-08-2018,30-08-2018,LEAVE TO APPEAL REFUSED,Leave to Appeal
2201/18,26-04-2018,02-08-2018,GRANT PERMISSION,Written Evidence
2208/18,25-06-2018,25-10-2018,GRANT PERMISSION,Written Evidence
WEB1051/18,01-05-2018,25-09-2018,REMOVE CONDITIONS,Written Evidence
2234/18,26-04-2018,07-12-2018,GRANT PERMISSION,Written Evidence
2274/18,04-05-2018,10-10-2018,REFUSE PERMISSION,Written Evidence
2272/18,08-05-2018,23-08-2018,GRANT RETENTION PERMISSION,Written Evidence
2283/18,08-05-2018,08-08-2018,GRANT PERMISSION,Written Evidence
2284/18,08-05-2018,25-10-2018,REFUSE PERMISSION,Written Evidence
2290/18,03-10-2018,21-02-2019,GRANT PERMISSION,Written Evidence
2307/18,01-05-2018,10-08-2018,SPLIT DECISION,Written Evidence
2326/18,15-05-2018,20-09-2018,GRANT PERMISSION,Written Evidence
2323/18,15-05-2018,20-11-2018,GRANT PERMISSION,Written Evidence
2325/18,31-10-2018,10-12-2018,APPEAL WITHDRAWN,Written Evidence
2344/18,16-05-2018,12-11-2018,REFUSE PERMISSION,Written Evidence
WEB1083/18,17-05-2018,04-10-2018,REFUSE RETENTION PERMISSION,Written Evidence
2368/18,28-05-2018,19-10-2018,REFUSE PERMISSION,Written Evidence
2374/18,04-07-2018,05-11-2018,REFUSE PERMISSION,Written Evidence
2383/18,18-05-2018,22-11-2018,GRANT PERMISSION,Written Evidence
2388/18,03-07-2018,10-04-2019,GRANT PERMISSION,Written Evidence
2389/18,16-05-2018,21-12-2018,GRANT PERMISSION,Written Evidence
2393/18,22-05-2018,12-11-2018,GRANT RETENTION PERMISSION,Written Evidence
2406/18,16-08-2018,06-12-2018,GRANT PERMISSION,Written Evidence
2407/18,30-01-2019,28-05-2019,GRANT PERMISSION,Written Evidence
2433/18,28-05-2018,30-10-2018,REFUSE PERMISSION,Written Evidence
2430/18,25-07-2018,14-09-2018,APPEAL WITHDRAWN,Written Evidence
2444/18,17-10-2018,13-02-2019,GRANT PERMISSION,Written Evidence
2410/18,25-05-2018,30-11-2018,REFUSE PERMISSION,Written Evidence
WEB1110/18,29-05-2018,08-11-2018,GRANT PERMISSION,Written Evidence
WEB1112/18,04-09-2018,21-12-2018,GRANT PERMISSION,Written Evidence
2439/18,29-05-2018,12-11-2018,GRANT PERMISSION,Written Evidence
2455/18,29-05-2018,03-09-2018,AMEND CONDITIONS,Written Evidence
2457/18,06-06-2018,21-11-2018,GRANT PERMISSION,Written Evidence
2460/18,02-10-2018,10-01-2019,REFUSE PERMISSION,Written Evidence
2464/18,07-06-2018,16-08-2018,GRANT RETENTION PERMISSION,Written Evidence
2481/18,29-05-2018,19-11-2018,SPLIT DECISION,Written Evidence
2510/18,10-07-2018,12-02-2019,REFUSE PERMISSION,Written Evidence
2513/18,04-12-2018,05-04-2019,AMEND CONDITIONS,Written Evidence
2516/18,12-06-2018,08-10-2018,REFUSE PERMISSION,Written Evidence
2524/18,14-06-2018,14-12-2018,GRANT PERMISSION,Written Evidence
2526/18,12-06-2018,19-11-2018,REFUSE PERMISSION,Written Evidence
2541/18,12-06-2018,12-09-2018,GRANT PERMISSION,Written Evidence
2542/18,25-07-2018,21-12-2018,AMEND CONDITIONS,Written Evidence
2547/18,19-06-2018,31-10-2018,REFUSE PERMISSION,Written Evidence
2551/18,15-06-2018,31-10-2018,GRANT PERMISSION,Written Evidence
2558/18,16-01-2019,07-05-2019,AMEND CONDITIONS,Written Evidence
2570/18,01-08-2018,17-08-2018,LEAVE TO APPEAL REFUSED,Leave to Appeal
2585/18,21-06-2018,30-10-2018,GRANT PERMISSION,Written Evidence
2592/18,02-10-2018,25-03-2019,GRANT PERMISSION,Written Evidence
2591/18,21-06-2018,21-12-2018,GRANT PERMISSION,Written Evidence
2593/18,23-01-2019,22-05-2019,GRANT PERMISSION,Written Evidence
2595/18,14-06-2018,09-07-2018,LEAVE TO APPEAL REFUSED,Leave to Appeal
DSDZ2599/18,NULL,NULL,NULL,NULL
2606/18,21-06-2018,19-11-2018,REFUSE PERMISSION,Written Evidence
2588/18,20-06-2018,15-01-2019,REFUSE PERMISSION,Written Evidence
2645/18,25-06-2018,03-10-2018,ATTACH CONDITIONS,Written Evidence
2636/18,25-06-2018,15-10-2018,REFUSE PERMISSION,Written Evidence
WEB1168/18,25-06-2018,04-10-2018,GRANT PERMISSION,Written Evidence
WEB1171/18,25-06-2018,21-09-2018,REFUSE PERMISSION,Written Evidence
2654/18,29-06-2018,27-09-2018,GRANT PERMISSION,Written Evidence
2649/18,27-06-2018,11-10-2018,GRANT PERMISSION,Written Evidence
2656/18,20-09-2018,11-04-2019,GRANT PERMISSION,Written Evidence
2651/18,25-06-2018,03-10-2018,REFUSE PERMISSION,Written Evidence
2667/18,NULL,NULL,NULL,NULL
2672/18,10-09-2018,28-02-2019,REFUSE PERMISSION,Written Evidence
2673/18,03-07-2018,19-10-2018,GRANT PERMISSION,Written Evidence
2674/18,13-09-2018,26-02-2019,APPEAL WITHDRAWN,Written Evidence
2677/18,10-08-2018,05-12-2018,GRANT PERMISSION,Written Evidence
2699/18,13-11-2018,07-03-2019,GRANT RETENTION PERMISSION,Written Evidence
2704/18,21-08-2018,17-12-2018,GRANT PERMISSION,Written Evidence
2713/18,04-07-2018,16-10-2018,GRANT PERMISSION,Written Evidence
2734/18,09-07-2018,30-11-2018,REFUSE PERMISSION,Written Evidence
WEB1183/18,22-08-2018,15-01-2019,REMOVE CONDITIONS,Written Evidence
2746/18,05-07-2018,19-10-2018,GRANT PERMISSION,Written Evidence
2758/18,11-07-2018,04-12-2018,REFUSE PERMISSION,Written Evidence
WEB1195/18,19-06-2018,16-11-2018,GRANT PERMISSION,Written Evidence
2809/18,09-08-2018,23-11-2018,GRANT PERMISSION,Written Evidence
2824/18,18-07-2018,07-11-2018,REFUSE PERMISSION,Written Evidence
WEB1204/18,18-07-2018,19-11-2018,REMOVE CONDITIONS,Written Evidence
2857/18,12-07-2018,28-11-2018,APPEAL WITHDRAWN,Written Evidence
2847/18,19-07-2018,19-11-2018,GRANT PERMISSION,Written Evidence
2851/18,05-07-2018,20-11-2018,REFUSE PERMISSION,Written Evidence
2852/18,18-07-2018,19-11-2018,REFUSE PERMISSION,Written Evidence
2834/18,17-07-2018,16-01-2019,GRANT PERMISSION,Written Evidence
2874/18,14-12-2018,11-04-2019,GRANT PERMISSION,Written Evidence
2873/18,15-10-2018,21-02-2019,GRANT PERMISSION,Written Evidence
2871/18,18-07-2018,30-10-2018,REFUSE RETENTION PERMISSION,Written Evidence
2888/18,26-10-2018,06-03-2019,GRANT PERMISSION,Written Evidence
2922/18,30-10-2018,08-03-2019,GRANT PERMISSION,Written Evidence
2919/18,25-07-2018,20-11-2018,REFUSE PERMISSION,Written Evidence
2921/18,26-07-2018,21-01-2019,REFUSE PERMISSION,Written Evidence
2926/18,26-07-2018,09-11-2018,REFUSE PERMISSION,Written Evidence
2931/18,24-07-2018,10-08-2018,LEAVE TO APPEAL REFUSED,Leave to Appeal
2898/18,24-07-2018,22-10-2018,REFUSE PERMISSION,Written Evidence
WEB1225/18,31-07-2018,07-12-2018,REFUSE RETENTION PERMISSION,Written Evidence
2961/18,18-07-2018,18-10-2018,GRANT PERMISSION,Written Evidence
2965/18,03-08-2018,19-11-2018,REFUSE PERMISSION,Written Evidence
2969/18,05-09-2018,20-11-2018,GRANT RETENTION PERMISSION,Written Evidence
